problem_id	description	regex	pos_examples	neg_examples
b-1_t-cat_id-3	1 to 3 capital letters followed by at least 2 digits followed by at least 3 '8' characters	concat(optional(repeatrange(<cap>,1,3)),concat(repeatatleast(<num>,2),repeatatleast(<8>,3)))	028999998899596888 N259986488499888 098982888 03828988999826888 K5088888 098988888	40882979392965988 WB79988
b-1_t-cat_id-35	A LIST OF TWO STRING.THE FIRST STRING CONSIST OF 2-3 LETTER AND FINAL STRING CONSIST OF 3+'U'.	concat(optional(repeatrange(<let>,2,3)),repeatatleast(<u>,3))	uuu sNvuuuuuuu vzuuuuuuu xWuuu QWuuuu uyMuuuuuuuuu	iruu QEuu uu uKyuu uu ytxuu
b-1_t-cat_id-36	A LIST OF THIRD STRING.THE FIRST STRING CONSIST OF 2+ DIGIT AND SECOND STRING CONSIST OF 1-3 CAPITAL AND FINAL STRING CONSIST OF 2+ DIGIT.	concat(repeatatleast(<num>,2),concat(optional(repeatrange(<cap>,1,3)),repeatatleast(<num>,2)))	98YQN981021695469 16QNT38800627546979 7635YET32079659413 2670162TAR8168 96TN676259121877 98928P84105469588	7J97259698535074 97402888781UKCF98 5UDD899276 6P38851755872 370693GUEO2784862369 9073173RKIP6873
b-1_t-cat_id-37	A LIST OF THIRD STRING.THE FIRST STRING CONSIST OF 1-2 CAPITAL AND SECOND STRING CONSIST OF 1+LOWERCASE AND FINAL STRING CONSIST OF 1-2 CAPITAL.	concat(repeatrange(<cap>,1,2),concat(repeatatleast(<low>,1),repeatrange(<cap>,1,2)))	SwmxvzcwkoeauhB PnymfwnphzxntQ GFyefsW BgenjdhtmtstlkectvUA HlfobnwzxyHI NDnjfwezeC	Xexm DBF HTsurftlb XPhh hrhernD voC
b-1_t-cat_id-38	At least 2 capital letters followed by at least 1 lowercase letters followed by at least 2 capital letters	concat(repeatatleast(<cap>,2),concat(repeatatleast(<low>,1),repeatatleast(<cap>,2)))	QPOCtsyAV RJeysgaJOGCEMZULF VXUHaoEMGODAOBCZBMK OVbXOM FWXiEAM QPOCtNYIE	ASHNSBIXGIYUYGKYCP DJXZQ MrgfABO OKKN MVqspeioclQ WsfwYBEHYLRGHVRY
b-1_t-cat_id-39	A LIST OF TWO STRING. THE FIRST STRING CONSIST OF 1+'X' AND THE SECOND STRING CONSIST OF 3-4 DIGIT	concat(optional(repeatatleast(<X>,1)),repeatrange(<num>,3,4))	XXXX680 XXXXXXX649 XXXXXXXX817 XXX4280 XXXXXXXXXXXXXX695 XXXXX5749	XXXXXXXXXXXXXX10759 XX63873 X65362 XXXXXXXXXX47055 X13 XXXXXXXXXXXX05
b-1_t-cat_id-44	These strings should begin with '^' or '*' followed by either a capital 'B' or lowercase 'a'. Repeat those instructions to make 2 more characters. You may add one or more capital 'Y' on the end.	concat(or(<^>,<*>),concat(or(<B>,<a>),concat(or(<^>,<*>),concat(or(<B>,<a>),optional(repeatatleast(<Y>,1))))))	*a*BYYYYYYYYYYYYY *a*aYYYYYYYYYYYYYYYY *a^aYY *a^BYYYYYYYYYYYYY *a^aYYYYYYYYYYYYYYYY *B^BYYYYYYYYYYYYYY	*a^TYYYYY *e*aYYYYYYYYYY ^z^BYYYYYYYY *B*TYYYYY
b-1_t-cat_id-44	A LIST OF FIVE STRINGS. THE FIRST STRINGS CONSISTS OF '*' AND SECOND STRINGS CONSISTS OF 'B' AND THREE STRINGS CONSISTS OF '*' AND FOUR STRINGS CONSIST OF 'B' AND FINAL STRINGS CONSIST OF 1+'Y'.	concat(or(<^>,<*>),concat(or(<B>,<a>),concat(or(<^>,<*>),concat(or(<B>,<a>),optional(repeatatleast(<Y>,1))))))	*a*BYYYYYYYYYYYYY *a*aYYYYYYYYYYYYYYYY *a^aYY *a^BYYYYYYYYYYYYY *a^aYYYYYYYYYYYYYYYY *B^BYYYYYYYYYYYYYY	*a^TYYYYY *e*aYYYYYYYYYY ^z^BYYYYYYYY *B*TYYYYY
b-1_t-cat_id-48	These strings start with 'P' and have more than one letter.	concat(<P>,repeatatleast(<let>,1))	PIhLDCEEEXY PbVQWACSMIyIUcaCpR PnNfeNkjrikm PEnSSmnAQTyCPJuLz Pna PnNfeNkjriMs	P P P P
b-1_t-cat_id-5	A LIST OF TWO STRING. THE FIRST STRING CONSIST OF 2-4 LETTER AND FINAL STRING CONSIST OF '#' AND THAT IS OPTIONAL	concat(repeatrange(<let>,2,4),optional(or(<->,<#>)))	ryDN ws# ryD- uwJH- uwJl- ws-	hbMon- VCV& rcWA$ hbMon# hbMoV# rccr$
b-1_t-cat_id-50	A string starting with 2 to 3 letters followed by 2 to 3 lowercase letters followed by 3 to 4 capital letters	concat(repeatrange(<let>,2,3),concat(repeat(<low>,3),repeatrange(<cap>,3,4)))	nxnknrUKZK JLvxoVVIC nxCesuCTHH HXlzrVVQ JyHwqhUZW JLLxpyTAM	XjirINGA PlzsmLJDPW FxmtjdiAPXW PJvwyQSNAJ NlHoiLYNW pmaoAIHX
b-1_t-cat_id-58	A LIST OF FIVE STRINGS. FIRST STRINGS CONSISTS OF 3-4 LETTER AND SECOND STRING CONSISTS OF 1-4 LOWERCASE AND THIRD STRINGS CONSISTS OF 3-4 LETTER AND FOUR STRINGS CONSISTS OF 1+CAPITAL AND FINAL STRINGS CONSISTS OF 3-4 LETTER.	concat(repeatrange(<let>,3,4),concat(optional(repeatrange(<low>,1,4)),concat(repeatrange(<let>,3,4),concat(optional(repeatatleast(<cap>,1)),repeatrange(<let>,3,4)))))	XwOEDjcZYOJYBVTI SubwRgNjFXUHWGpml mszLiZJPeNMMCAGVLWC mszLiZJPeNMMCAGVLfS YCmBIpNFJFWPXERoVY ZXhwbMpDtdqi	VJHEEexpJDiiRWUudBU GJreRmEgqQsWJ
b-1_t-cat_id-59	3 characters that aren't digits that can be followed by at least 1 characters that are either letter or digits. Lastly either 2 digits or 2 capital letters	concat(repeat(notcc(<num>),3),concat(optional(repeatatleast(or(<let>,<num>),1)),or(repeat(<num>,2),repeat(<cap>,2))))	DcLPsTM6KUd70 -$&AC91 P_%segclG43877ML673 @#&j0BSAH19lD4313 ,..N2eR3K58KI0QU bGjiQl2EvXA	jm42CM Oz99
b-1_t-cat_id-65	A LIST FOUR STRING.THE FIRST STRING CONSIST OF 3+CAPITAL AND SECOND STRING CONSIST OF 3+ DIGIT AND THIRD STRING CONSIST OF 'N' AND FINAL STRING CONSIST OF 2-4 LETTER.	concat(repeatatleast(<cap>,3),concat(repeatatleast(<num>,3),concat(or(<N>,<g>),repeatrange(<let>,2,4))))	MLWTMF6362817NVF ZHX617822gxRkC UYL17023292112NdoMy UYL17023292112Ndobx MLWTMF6362817NVn ZKQ4687NOB	SW9925840NSHzv LQ47036403gAKev NJTVU71grbz CAV564609423279310NP EJV9882531NIFVzl BDMZVDWXHMV76gLF
b-1_t-cat_id-68	A LIST OF FIVE STRINGS.THE FIRST STRINGS CONSISTS OF 2-4 CAPITAL AND SECOND STRINGS CONSISTS OF 3-4 '0' AND THIRD STRINGS CONSISTS OF LOWERCASE AND FOUR STRINGS CONSISTS OF 2-4 CAPITAL AND FINAL STRINGS CONSISTS OF 3-4 LETTER.	concat(repeatrange(<cap>,2,4),concat(repeatrange(<0>,3,4),concat(optional(<low>),concat(repeatrange(<cap>,2,4),repeatrange(<let>,3,4)))))	AXE000KEUIm KLRT0000tWVQCUMNk IQ000uNCPIigXs AXE000KEUIV MJIH000EURGADHv KLRT0000tWVQCUMhn	Q000tDFKjFOO JZN00dRFiAA LV0000ehTOoZV S0000pVHETzcTd N0000hXRBQwFdM RSBR00000HWWplBA
b-1_t-cat_id-69	A LIST OF THIRD STRING. THE FIRST STRING CONSIST OF 2+ LOWERCASE AND SECOND STRING CONSIST OF 3-4 'T' AND FINAL STRING CONSIST OF 1-4 'B'	concat(repeatatleast(<low>,2),concat(repeatrange(<T>,3,4),repeatrange(<b>,1,4)))	lxnyqomdvpgTTTTbb ethyhidnxTTTbbbb unTTTTbb bsdlqzsvTTTbbb sasodxcvkymtlxTTTTb ethyhidnxTTTTbbb	phpkwdxrTTTbbbbb yzrTTb ozwypcnzxktddTTb elfTTTbbbbb wyuxuTTTbbbbb dhyvibTTTbbbbb
b-1_t-cat_id-71	A LIST OF THREE STRING. THE FIRST STRING CONSIST OF 1-4 LOWERCASE AND SECOND STRING CONSIST OF 2 LETTER AND FINAL STRING CONSIST OF 1-4 LOWERCASE.	concat(repeatrange(<low>,1,4),concat(repeat(<let>,2),repeatrange(<low>,1,4)))	mwmpGg jbjcpbrftt gfylblrl gfylOIao mROqe mwmpnm	tztuqSfpyob acLgymfqp nylanxUiw ahnplwKj jWqyvhhn evHLhznbx
b-1_t-cat_id-75	3 lower case letters followed by more than 3 letters.	concat(repeat(<low>,3),repeatatleast(<let>,3))	fsuhoRdKRUGrFIRj iptHLAdpPnKUXPrWo vzaYtMELVhRzLq iilrcgrSl notQqOBmXIZCJDk gswokWBJKRrMdkCNPRkp	qmnVF qmnVa irmPp irmwY qmnyA
b-1_t-cat_id-77	there are five strings.first strings consist by 3 or more digit numeric value.second string consist by 2 or more lowercase.third string consist by 2 to 4 capital letters.fourth string consist by 2 or more 'I' letter. last string consist by 4 'f'.	concat(repeatatleast(<num>,3),concat(repeatatleast(<low>,2),concat(repeatrange(<cap>,2,4),concat(repeatatleast(<I>,2),repeat(<f>,4)))))	177jyEFXDIIIIIffff 241zwINKIIIffff 303htnyiEZKBIIIffff 9795mdTTILIIffff 7138yamXWEHIIffff 241zwINDPIIffff	9783tkuuxvogIGDIffff 0880coaNNHIIIfff 15535vFVIIffff 829ouezXZPIffff 994iCBIHIIIIIffff 2439lulXTIffff
b-1_t-cat_id-77	A LIST OF FIVE STRINGS.THE FIRST STRINGS CONSIST OF 3+ DIGIT AND SECOND STRINGS CONSISTS OF 2+ LOWERCASE AND THREE STRINGS CONSISTS OF 2-4 CAPITAL AND FOUR STRINGS CONSISTS OF 2+ 'I' AND FINAL STRINGS CONSISTS OF 4 'F'.	concat(repeatatleast(<num>,3),concat(repeatatleast(<low>,2),concat(repeatrange(<cap>,2,4),concat(repeatatleast(<I>,2),repeat(<f>,4)))))	177jyEFXDIIIIIffff 241zwINKIIIffff 303htnyiEZKBIIIffff 9795mdTTILIIffff 7138yamXWEHIIffff 241zwINDPIIffff	9783tkuuxvogIGDIffff 0880coaNNHIIIfff 15535vFVIIffff 829ouezXZPIffff 994iCBIHIIIIIffff 2439lulXTIffff
b-1_t-cat_id-78	A list of three strings first string consist of two capital letters and the second strings has 2-3 letters final and third string consist of 1-3 letters.	concat(repeat(<cap>,2),concat(repeatrange(<num>,2,3),repeatrange(<let>,1,3)))	GC271w GC271Z IA420lSU IA420lqf HA992Mb IA420lqW	BTU489RNX EM5Bsr BTU489RNm KT78MTnf TZ17 SNU52Uq
b-1_t-cat_id-8	A string starting with 'Q' or 'L' followed only by at least 1 capital letters	concat(or(<Q>,<L>),repeatatleast(<cap>,1))	LL LXJVX LWST LVNIRQFXTTLI LVRPMSZTXQDZEHCD QKEO	TBSJBKYMJLUAWDD XECXKELPTNSWNKQ Q L XHVKQLZCG TRPUZONSKWLUWEFPUB
b-1_t-cat_id-81	2 to 4 digits that can be followed by 1 to 3 lower case letters or digits	concat(repeatrange(<num>,2,4),optional(repeatrange(or(<low>,<num>),1,3)))	153p4 201l4h 66ku 201lpd 555 153pf	60731a23 4v87 48576m0k 60731a2t 48576m08 7f
b-1_t-cat_id-84	2 to 3 capital letters followed by 3 to 4 characters that can be either digits or capital letters	concat(repeatrange(<cap>,2,3),optional(repeatrange(or(<num>,<cap>),3,4)))	TR962 GON129J LV ODCKC0 GON12C2 GON12CR	N76K QHDL8G62 MJ2U QHDL8G6N VXQT QHDL8GCS
b-1_t-cat_id-85	consecutive sets of either 'gd' or 'scy' which you may separate with '|' if you choose. End the string with 3 or more numbers if you like or just leave them off.	concat(or(const(<gd>),const(<scy>)),concat(optional(<l>),concat(or(const(<gd>),const(<scy>)),optional(repeatatleast(<num>,3)))))	scygd232 gdlscy833791687 gdlgd825041883566634 gdgd5369009739260 scylgd24254688 gdlgd	gdscy66 scyllscy074 scygd88 gdlgh scyllscy58910754 scyllgd
b-1_t-cat_id-87	A string starting with 4 not lowercase characters, continuing with 1 to 3 digits, then 3 to 4 lowercase letters and ending with 3 letters	concat(repeat(notcc(<low>),4),concat(repeatrange(<num>,1,3),concat(repeatrange(<low>,3,4),repeat(<let>,3))))	PI:C433gfrDku *XBO860gdorHlZ R-P44nzdotga *XBO860gdorHEq *XBO860gdorHld PI:C433gfrDAU	SL7L_3noecmc 33-06816feiwFjz 6FFNE546sunkcgJ OH.!11evonsaSn 7AAW5185lhdpRiV V0%3R9ucyOwq
b-1_t-cat_id-88	A LIST OF FIVE STRINGS. THE FIRST STRINGS CONSIST OF 3-4 LOWERCASE AND SECOND STRINGS CONSIST OF 1-2 CAPITAL AND THREE STRINGS CONSISTS OF '5' AND FOUR STRINGS CONSISTS OF 1-3 CAPITAL AND FINAL LAST STRINGS CONSISTS OF 3+ LOWERCASE.	concat(repeatrange(<low>,3,4),concat(repeatrange(<cap>,1,2),concat(or(<5>,<4>),concat(repeatrange(<cap>,1,3),repeatatleast(<low>,3)))))	ruawG5DLgwg mvdoL4PPLtyye bauBB5Erlccyyhtb gtuF5Cnrxiaungrxvg ublrN5Zsecqgkltlsqlr tluxT5Epjr	sulWZD5FZTrhsocwly vzhV8OQkzo pmgzkF5Vnpo ftlYQ2ICBlsccydretb tgaxoEO4Rjmjaz patafXP5DGvgsqcdsmd
b-1_t-cat_id-91	there are three strings.first string consist by 'AK' or 'RHK'.second string consist by 3 to 4'4' that is optional. third string consist by 1 to 2 not capital letters.	concat(or(const(<AK>),const(<RHK>)),concat(optional(repeatrange(<4>,3,4)),repeatrange(notcc(<cap>),1,2)))	AK444& RHK444%h RHK444q@ RHK4445 AK4444 AKv	RHK44444@m RHK431 AMR444xh RHK44444*, RHK44;@ AK6+s
b-1_t-cat_id-94	A string starting with 2 to 4 capital letters, followed by 2 digits followed by 2 to 4 capital letters followed by at least 3 characters that are not letters and ending with 2 to 4 capital letters.	concat(repeatrange(<cap>,2,4),concat(repeat(<num>,2),concat(repeatrange(<cap>,2,4),concat(optional(repeatatleast(notcc(<let>),3)),repeatrange(<cap>,2,4)))))	CA63QG_^^_7#CJC ZB34KN_8-%#1$^^:HKZN JJO82VVTTC AU44RU6-2^_YRL KHIH36KXWVO JA75JSVE2*4#^%_49UA	WL66VJ^_GJ VKI96BX2_ID PO4FO^=1_^^__+_10RVI NJ17TW_*^:KLPJP XRMRA91WI+_^7^$_RR RT85A3;.#+^*SY
b-1_t-sep_id-12	Three string separated by commas that start with either 2 'B' or 2 'T', have length of at least 3 and allow digits, capital letters and the letter 'v'	concat(and(repeatatleast(or(<num>,or(<cap>,<v>)),1),and(repeatatleast(<any>,3),startwith(or(repeat(<B>,2),repeat(<T>,2))))),concat(<,>,concat(and(repeatatleast(or(<num>,or(<cap>,<v>)),1),and(repeatatleast(<any>,3),startwith(or(repeat(<B>,2),repeat(<T>,2))))),concat(<,>,and(repeatatleast(or(<num>,or(<cap>,<v>)),1),and(repeatatleast(<any>,3),startwith(or(repeat(<B>,2),repeat(<T>,2)))))))))	BBvvv,TTvS8vvS,TT1 TTPv5D,BBv,BB6 TT7U,TT8,BBD TT7U,TT8,TT4 BBvvv,TTvS8vvS,TTY BBOvv,TT7vSD,BB1	BB6AD,61S,TTE BBA1,TT0,TT TTv9,TTv1,B7v1vZ34v TT71v,BBv1vQ59v0,WHP BBv,vvv3vG,TTFSvvVT BB3v,TT4,Avv
b-1_t-sep_id-13	there are nine strings. one and five strings consist by 1 or more lowercase.two and six strings consist by 1 or  more 'e''letter.three and seven strings consist by 4 digit numeric value.four and eight strings consist by dot symbols.last string consist by allowed digit numeric value and capital letters.	concat(concat(repeatatleast(<low>,1),concat(repeatatleast(<e>,1),repeat(<num>,4))),concat(<.>,concat(concat(repeatatleast(<low>,1),concat(repeatatleast(<e>,1),repeat(<num>,4))),concat(<.>,repeatatleast(or(<num>,<cap>),1)))))	yxee8801.ge9857.551 ie7268.isfe6387.Z ee6002.ue0469.19 ee6002.ue0469.1F yxee8801.ge9857.5XP yxee8801.ge9857.55H	ge1348.dde3715.iNm g2420.che2530.5 e2756.qeede1931.42 ae8207.be8357.z mee9606.e5520.2XS9 be3829.hae4259.d
b-1_t-sep_id-14	A list of three decimal separated strings beginning with digits. The second string must have 2-5 letters and/or numbers, and the end should be 3-4 consecutive number 3s.	concat(repeatatleast(<num>,1),concat(<.>,concat(and(repeatatleast(or(<num>,or(<cap>,<low>)),1),repeatrange(<any>,2,5)),concat(<.>,repeatrange(<3>,3,4)))))	7370164295.y4eKV.333 12.8b.333 5.TQ.333 35.HtDm0.3333 1845992.rSgjc.3333 89682.7eDDe.333	Y8.Wb.333 dVdw5004U.F6.333 G5517.WdL7O.3333 Q1HP.J4.333 Y8.vs.333 75174517.35mI.33333
b-1_t-sep_id-15	Find lines with three strings separated by '.'. It must begin with 'K' or 'C' followed by 2-4 letters. The last 2 strings must be capital letters and not contain 'RC'.	concat(concat(or(<K>,<C>),repeatrange(<let>,2,4)),concat(<.>,concat(and(repeatatleast(<cap>,1),not(contain(const(<RC>)))),concat(<.>,and(repeatatleast(<cap>,1),not(contain(const(<RC>))))))))	Cuhbp.RA.PXVRHV CbzgA.RARQ.X CWav.R.R CfeG.RBZCRAG.R CvZ.TJIZX.R CWav.R.S	deMAQ.R.JUKRYY KqvNHO.RB.RAQYRRBUS KqvNHO.RB.RAQYRRBNR eYwRO.CQ.UYRARLJPRB dtFu.A.V KiSWE.R.RC
b-1_t-sep_id-2	A list of dash separated strings. The strings consist of 2-3 uppercase 'C' followed by 2 digits. There must be at least 1 string.	concat(concat(repeatrange(<C>,2,3),repeat(<num>,2)),star(concat(<->,concat(repeatrange(<C>,2,3),repeat(<num>,2)))))	CCC54 CC51-CC12 CCC25-CCC94-CC13 CC44-CC26-CC81-CCC05 CCC58-CC74-CCC28 CCC86-CCC58-CCC84	CCC0-CC5-CCC3 CCC404-CCC248 C23-C22-C93 CCC382-CCC584-CC381 CC848 CC9-CCC2-CCC0-CCC8
b-1_t-sep_id-20	a list of seven strings.first string consist by allowed lowercase.second and fifth srtrngs consist by semicolon symbols.third and sixth string consist by 2'G'.fourth and last strings consist by 3 or more letters.	concat(repeatatleast(<low>,1),concat(<;>,concat(concat(repeat(<G>,2),repeatatleast(<let>,3)),concat(<;>,concat(repeat(<G>,2),repeatatleast(<let>,3))))))	ca;GGCpcOtj;GGJWt ca;GGCpcOtj;GGJuP rz;GGpBin;GGZfyI d;GGnYzIx;GGYhR rz;GGpBin;GGZfyi rz;GGpBin;GGZfUH	w;GGgS;GGxIZXV EF;GGLitoX;GGxkl fm;GGbjPYDQZR;GGpM g;GGtk;GGRPEU gu;Gaos;GGxZtJ u;GGySwjW;GGxC
b-1_t-sep_id-27	A list of 3 comma separated strings. The strings can contain any letter (upper or lower case). The beginning of the string cannot be 'xa'. The end of the string must be 'ST'.  The string can be any length.	concat(and(repeatatleast(<let>,1),and(endwith(const(<ST>)),not(startwith(const(<xa>))))),concat(<,>,concat(and(repeatatleast(<let>,1),and(endwith(const(<ST>)),not(startwith(const(<xa>))))),concat(<,>,and(repeatatleast(<let>,1),and(endwith(const(<ST>)),not(startwith(const(<xa>)))))))))	ST,MST,ST ZSTnSTRSST,xST,ST ycLSSUHUYST,fST,XST ST,ST,ST VtSSSST,PST,ST ycLSSUHUYST,fST,lST	xaWSTSST,ST,ST xaSST,xST,ST SSIST,Wp,ST xaST,YGjSVSVEIST,gST UVSSlYSz70ST,ST,ST SSTSSTST,ST,a
b-1_t-sep_id-3	3 semicolon separated strings. The first string must be '70', the second must be '604' and the third can only allow capital letters, lowercase letterst and '1'.	concat(or(const(<70>),const(<604>)),concat(<;>,concat(or(const(<70>),const(<604>)),concat(<;>,repeatatleast(or(<cap>,or(<low>,<1>)),1)))))	70;604;1B1 70;70;rSEPsz1 70;70;1 604;604;BXy1 604;604;BXyy 604;604;BXyO	70;93;e1CE11Zm11DcH 70;93;1OidaJ1sG11 70;17;K1liA1qpK1S1 82;70;1d11RJ1gZIatO 82;70;K11z11 604;70;16jjf6xRR
b-1_t-sep_id-35	3 dot separated strings that do not start with 'K' or 'EC' and allow only capital letters.	concat(and(repeatatleast(<cap>,1),and(not(startwith(<K>)),not(startwith(const(<EC>))))),concat(<.>,concat(and(repeatatleast(<cap>,1),and(not(startwith(<K>)),not(startwith(const(<EC>))))),concat(<.>,and(repeatatleast(<cap>,1),and(not(startwith(<K>)),not(startwith(const(<EC>)))))))))	EH.OTVH.ENLHCOBNOZH OPI.BJD.IBVHFIC GPZIJ.B.B H.F.DPM EH.OTVH.DNBVSJKXLUI EU.O.EWJLSGEP	HTG.E.K EAY.HNS.KU ES.YT.KSXDGMQCZ E.OQVKZBLYOU.KQLQ Amfj.B.P G.E.K
b-1_t-sep_id-41	A list of seven strings. first string consist by allow digit numeric value.second and fifth strings consist by dash symbols. third and sixth strings consist by 'wI' or 'kO'.fourth and last string consist by G letter.	concat(repeatatleast(<num>,1),concat(<->,concat(concat(or(const(<wI>),const(<kO>)),<G>),concat(<->,concat(or(const(<wI>),const(<kO>)),<G>)))))	287531628595-wIG-wIG 4422895950-kOG-kOG 895569-wIG-wIG 895569-kOG-wIG 4422895950-wIG-kOG 616-wIG-kOG	875-kO-kOG 10788726-wI-wIG PLFW32R72301-wIG-kOG 48-wI-wIG 9a0l81-wIG-wIG 42526-wIG-cBG
