problem_id	description	regex	pos_examples	neg_examples
b-1_t-uns_id-23	the string can be any length , but it can not begin with a special character	not ( startwith ( <spec> ) )	bC$ 9aRE cB9m:7_+tNPHT@,S,S50 Z%t:O 0 E3	&_chs7ay_BUsE ^a3ARi6Ge !1 ,Ry!uExp ;%BP __D
b-1_t-uns_id-23	any string that does nt start with a special character	not ( startwith ( <spec> ) )	bC$ 9aRE cB9m:7_+tNPHT@,S,S50 Z%t:O 0 E3	&_chs7ay_BUsE ^a3ARi6Ge !1 ,Ry!uExp ;%BP __D
b-1_t-uns_id-25	"the string can not contain "" r "" and must start and end with a lowercase letter . in the end there can not be "" i "" ."	and ( and ( endwith ( <low> ) , not ( endwith ( <i> ) ) ) , and ( startwith ( <low> ) , not ( contain ( <r> ) ) ) )	ziafWLsjji-dhjxSqEs piimhsisihd iioikwvft4siiR3kyvkd mzv qwlsx3j j,iadi4i9xfchojiv	oeQ j%rz #2iUp_xSimd fBwr9cm ptWx^jwaxP 0y
b-1_t-uns_id-25	"this pattern is formed by any combination where the first character is a lowercase letter , "" r "" letter is not used , and it ends with any lowercase letter that is not "" i """	and ( and ( endwith ( <low> ) , not ( endwith ( <i> ) ) ) , and ( startwith ( <low> ) , not ( contain ( <r> ) ) ) )	ziafWLsjji-dhjxSqEs piimhsisihd iioikwvft4siiR3kyvkd mzv qwlsx3j j,iadi4i9xfchojiv	oeQ j%rz #2iUp_xSimd fBwr9cm ptWx^jwaxP 0y
b-1_t-uns_id-29	a string longer than 6 characters starting with a capital letter , followed by any combination of capital letters or special characters as long as the total number of capital letters is not 3 .	and ( repeatatleast ( or ( <cap> , <spec> ) , 1 ) , and ( repeatatleast ( <any> , 6 ) , and ( not ( contain ( repeat ( <cap> , 3 ) ) ) , startwith ( <cap> ) ) ) )	Z^:_!^!=-_@%E_B% K.$%F=!@R;@ U;-+#!!T-,W@&%==&;! H!^!;%,*R P*;#!!_#== S!=_@==^@&^:-;!!%#_@	Z;:+;!m:,=^Zh!w_+& !@#+!_OX:-=@ W,S=,=Z$!RCB! S^.!=&V_CDC +^F@^J@:+_* T_=!;
b-1_t-uns_id-29	the string must begin with a capital letter . it then has 5 or more special characters or capital letters , but the string can not contain 3 capital letters in a row .	and ( repeatatleast ( or ( <cap> , <spec> ) , 1 ) , and ( repeatatleast ( <any> , 6 ) , and ( not ( contain ( repeat ( <cap> , 3 ) ) ) , startwith ( <cap> ) ) ) )	Z^:_!^!=-_@%E_B% K.$%F=!@R;@ U;-+#!!T-,W@&%==&;! H!^!;%,*R P*;#!!_#== S!=_@==^@&^:-;!!%#_@	Z;:+;!m:,=^Zh!w_+& !@#+!_OX:-=@ W,S=,=Z$!RCB! S^.!=&V_CDC +^F@^J@:+_* T_=!;
b-1_t-uns_id-3	"the string must be 6 to 8 characters long . it can not contain the sequence "" og "" , and it must end with a lowercase letter followed by a capital letter ."	and ( repeatrange ( <any> , 6 , 8 ) , and ( endwith ( concat ( <low> , <cap> ) ) , not ( contain ( const ( <og> ) ) ) ) )	57IojlhG 57IojqaE avVymY .crWxbU avVysE avVcsG	oqooogT v1oeU voJqo=o+ oqooguP v1kvF zMH33ob
b-1_t-uns_id-3	"the string has 6 to 8 characters and does not contain "" og "" . the string ends with lowercase letter after which there is a capital letter ."	and ( repeatrange ( <any> , 6 , 8 ) , and ( endwith ( concat ( <low> , <cap> ) ) , not ( contain ( const ( <og> ) ) ) ) )	57IojlhG 57IojqaE avVymY .crWxbU avVysE avVcsG	oqooogT v1oeU voJqo=o+ oqooguP v1kvF zMH33ob
b-1_t-uns_id-34	the string does not have special characters . the string ends with a letter .	and ( not ( contain ( <spec> ) ) , endwith ( <let> ) )	31pSAl7F4Bd96y T fgU5VCJ5RnFa7nY8P4iP Jut32OdlQ z3R4J 31pSAl7F4Bd96P	308eju3 &c^tz5f Im01411MDf7 i5 #8QB^^__.Aq !O
b-1_t-uns_id-36	"this pattern matches any string starting with "" LL "" , followed by any lowercase letters and/or capital "" A "" and/or "" S "" characters , and does not end with the substring "" YT """	and ( not ( endwith ( const ( <YT> ) ) ) , and ( contain ( or ( <A> , <S> ) ) , and ( contain ( <low> ) , startwith ( const ( <LL> ) ) ) ) )	LLAKtYo7_z3A LL!7AfiYXw LL2dSFYXYNsJ6sYW9GW; LL_0UX;-A0Q^v LLCUlA LL_0UX;-A0QtZ	jA LLS_Y^L^^Y$ LLAoj6Il&YYUYT LLoaHWVYXOeTYUX SkYHi LL7ES28_V7_$2YY
b-1_t-uns_id-36	"the string consists of letters "" A "" or "" S "" and lowercase letters . the string must start with "" LL "" , and the string must not end with "" YT "" ."	and ( not ( endwith ( const ( <YT> ) ) ) , and ( contain ( or ( <A> , <S> ) ) , and ( contain ( <low> ) , startwith ( const ( <LL> ) ) ) ) )	LLAKtYo7_z3A LL!7AfiYXw LL2dSFYXYNsJ6sYW9GW; LL_0UX;-A0Q^v LLCUlA LL_0UX;-A0QtZ	jA LLS_Y^L^^Y$ LLAoj6Il&YYUYT LLoaHWVYXOeTYUX SkYHi LL7ES28_V7_$2YY
b-1_t-uns_id-40	"this string starts with 3 special characters , but can not start with 3 "" & "" . the string can have optional characters after the special characters , but it can not have the pattern "" TCA "" in it ."	and ( not ( contain ( const ( <TCA> ) ) ) , and ( startwith ( repeat ( <spec> , 3 ) ) , not ( startwith ( repeat ( <&> , 3 ) ) ) ) )	;#@TTym_T&TQTXs5 _;^ =;^TC &@@!n.TTTFTi @@!%0pTETAT4jTTTS :!;Y^TcTS	^=-TTTaTTTCA Oo7ATT .!=&eTCA ^=-TTTaTQTCA 3T0cTr9Tzq &!!TCA
b-1_t-uns_id-40	"the string must not have "" TCA "" in it . the string starts with 3 special characters which must not be 3 "" & "" ."	and ( not ( contain ( const ( <TCA> ) ) ) , and ( startwith ( repeat ( <spec> , 3 ) ) , not ( startwith ( repeat ( <&> , 3 ) ) ) ) )	;#@TTym_T&TQTXs5 _;^ =;^TC &@@!n.TTTFTi @@!%0pTETAT4jTTTS :!;Y^TcTS	^=-TTTaTTTCA Oo7ATT .!=&eTCA ^=-TTTaTQTCA 3T0cTr9Tzq &!!TCA
b-1_t-uns_id-42	the first and last string consist of have letter	contain ( <let> )	6_808^3zqj1# ^^a ^^$-^f ^^_YWAbe 0-,_qYo$aO, 376vhx:bF	_%_^,^^;^%8__ #^^333 &4  ^_^ _^;_^!.#1^
b-1_t-uns_id-42	the string must have letter in it .	contain ( <let> )	6_808^3zqj1# ^^a ^^$-^f ^^_YWAbe 0-,_qYo$aO, 376vhx:bF	_%_^,^^;^%8__ #^^333 &4  ^_^ _^;_^!.#1^
b-1_t-uns_id-43	"a string of length less than or equal to 10 , that consists of numbers and "" 21 "" . it may not begin with "" 9 "" and must end with "" 37 "" ."	and ( repeatatleast ( <num> , 1 ) , and ( repeatrange ( <any> , 0 , 10 ) , and ( not ( startwith ( <9> ) ) , and ( contain ( const ( <21> ) ) , endwith ( const ( <37> ) ) ) ) ) )	321373137 0217183337 321373737 21237 321373637 22137	2179065 948202137 20016882137 22942921 982137 96121137
b-1_t-uns_id-43	"a numeric value of maximum 10 digits that contains "" 21 "" and ends with "" 37 "" . it can not start with "" 9 "" ."	and ( repeatatleast ( <num> , 1 ) , and ( repeatrange ( <any> , 0 , 10 ) , and ( not ( startwith ( <9> ) ) , and ( contain ( const ( <21> ) ) , endwith ( const ( <37> ) ) ) ) ) )	321373137 0217183337 321373737 21237 321373637 22137	2179065 948202137 20016882137 22942921 982137 96121137
b-1_t-uns_id-49	"this pattern matches any string starting with 3 digits but not with the "" 555 "" one"	and ( startwith ( repeat ( <num> , 3 ) ) , not ( startwith ( repeat ( <5> , 3 ) ) ) )	510mB^wARFH-A;1$75n 558Q-KBXuTL16 583rmU 676Utm05k$ 554hCe:yB_Hss._4f0pa 553ggM7	555lFX,r3 555N.+Yrm--E1H 555= 555an_9k=l6^ 555K2%;ew_q6..d%OLf; 5555:
b-1_t-uns_id-49	"the string starts with 3 numbers but not 3 number "" 5 "" ."	and ( startwith ( repeat ( <num> , 3 ) ) , not ( startwith ( repeat ( <5> , 3 ) ) ) )	510mB^wARFH-A;1$75n 558Q-KBXuTL16 583rmU 676Utm05k$ 554hCe:yB_Hss._4f0pa 553ggM7	555lFX,r3 555N.+Yrm--E1H 555= 555an_9k=l6^ 555K2%;ew_q6..d%OLf; 5555:
b-1_t-uns_id-54	the part of string consist of every digit must come before lowercase .	and ( not ( endwith ( <num> ) ) , not ( contain ( concat ( <num> , notcc ( <low> ) ) ) ) )	2i0p$%  2e--2tIH9c-9r 8z,.6x4g1aP%f*$ 2i0pf, 9x&3wk5b7x3c6wz6i+	9795q+# 9795qh# 6%Op%G4*+!,+ 1r+n9X%F#*u3.Q 5t0Ni 6$n$#+V,V7*7.
b-1_t-uns_id-54	the string has numbers which must be followed by lowercase letters .	and ( not ( endwith ( <num> ) ) , not ( contain ( concat ( <num> , notcc ( <low> ) ) ) ) )	2i0p$%  2e--2tIH9c-9r 8z,.6x4g1aP%f*$ 2i0pf, 9x&3wk5b7x3c6wz6i+	9795q+# 9795qh# 6%Op%G4*+!,+ 1r+n9X%F#*u3.Q 5t0Ni 6$n$#+V,V7*7.
b-1_t-uns_id-55	the first and last string consist by allowed lowercase and digit numeric value .	repeatatleast ( or ( <low> , <num> ) , 1 )	6xj646q3gm1 61bp0n82a58h6r6z9g f4a08796fsl778p w3wn0nm 6xj646q3g0w 361i1k93b	!!k=!^@,*0=#* _ $*_hd*= f_%4q $*_hd*4
b-1_t-uns_id-55	sequence of lowercase letters and any digits . all other symbols are also allowed .	repeatatleast ( or ( <low> , <num> ) , 1 )	6xj646q3gm1 61bp0n82a58h6r6z9g f4a08796fsl778p w3wn0nm 6xj646q3g0w 361i1k93b	!!k=!^@,*0=#* _ $*_hd*= f_%4q $*_hd*4
b-1_t-uns_id-56	"this single string can be any length , but it has to start with a capital "" S "" or a lowercase "" v. """	startwith ( or ( <S> , <v> ) )	vq!,vWrDWAOI v5XN9A.2XB*CgsogitUO SscO5Twugwfl9e3 Sqy0N0rlvE77uE SaQLoI@rmB*y SDqz*NZ%	-JOfvjAx^hxsWkUT: w4R+vDZ@nR= 7;-2KW u3nW;gvp 1m@368Wqb%& ivIH9VWci4h-;8
b-1_t-uns_id-56	"a string consist by letters it must be start with a letters "" S "" or "" V """	startwith ( or ( <S> , <v> ) )	vq!,vWrDWAOI v5XN9A.2XB*CgsogitUO SscO5Twugwfl9e3 Sqy0N0rlvE77uE SaQLoI@rmB*y SDqz*NZ%	-JOfvjAx^hxsWkUT: w4R+vDZ@nR= 7;-2KW u3nW;gvp 1m@368Wqb%& ivIH9VWci4h-;8
b-1_t-uns_id-60	a string consists of letters , or special character . the upperscore are 3 capital letter or 3 special character . the lenght > = 4	and ( repeatatleast ( <any> , 4 ) , and ( startwith ( or ( repeat ( <low> , 3 ) , repeat ( <spec> , 3 ) ) ) , not ( contain ( <num> ) ) ) )	=:=-*R&zP_ svl,&-&.!.MVE++D,ZQ =$!fc&i.:d!R!K _-=Mlz,^$-I.- #^.&*$Y!; ,*_r!-.n%$Z!k%+K!CF;	lkm,&el7 @^_4^ F_!&_FX,,x!yAm @;! ;;-1E2OP#. @;@
b-1_t-uns_id-63	this pattern matches any string that starts with a special character or capital letter , and contain any character , excluding lowercase letters .	and ( repeatatleast ( or ( <cap> , or ( <num> , <spec> ) ) , 1 ) , startwith ( or ( <spec> , <cap> ) ) )	=G=!!__39!+S+P^8= :! !PO**_!$!!+^_ ^!+^$!U_ ! +#.	5X 9.0 9.+ 8^H%J,%F=,=!-3 X8#=-+e*0m7F: 9=_T!R-@!=:;J
b-1_t-uns_id-63	the string consists of capital letters , numbers and special characters . the string must start with either a special character or a capital letter .	and ( repeatatleast ( or ( <cap> , or ( <num> , <spec> ) ) , 1 ) , startwith ( or ( <spec> , <cap> ) ) )	=G=!!__39!+S+P^8= :! !PO**_!$!!+^_ ^!+^$!U_ ! +#.	5X 9.0 9.+ 8^H%J,%F=,=!-3 X8#=-+e*0m7F: 9=_T!R-@!=:;J
b-1_t-uns_id-66	"the string is 1 or more digits , letters , or the character "" . "" . the string can not contain the pattern "" .0 "" and can not end with 3 digits ."	and ( repeatatleast ( or ( <num> , or ( <let> , <.> ) ) , 1 ) , and ( not ( contain ( concat ( <.> , <0> ) ) ) , not ( endwith ( repeat ( <num> , 3 ) ) ) ) )	44.m56so.3vXi 3g05yR.3 w 4qndCgQ..S..J6e0 .yr5sfm34ui.8pX.. 14.PN.9.WA..	037 .I.97Q3N9t4926 X.0 mX.Y.0. .8.xW..e758 ..A.390
b-1_t-uns_id-66	"a string consisting of letters , numbers and the character "" . "" , which can not be followed by "" 0 "" . at the end of the string can not contain a sequence of 3 numbers ."	and ( repeatatleast ( or ( <num> , or ( <let> , <.> ) ) , 1 ) , and ( not ( contain ( concat ( <.> , <0> ) ) ) , not ( endwith ( repeat ( <num> , 3 ) ) ) ) )	44.m56so.3vXi 3g05yR.3 w 4qndCgQ..S..J6e0 .yr5sfm34ui.8pX.. 14.PN.9.WA..	037 .I.97Q3N9t4926 X.0 mX.Y.0. .8.xW..e758 ..A.390
b-1_t-uns_id-67	a string consists of no capital then 2 letter . it not must start with a lowercase letter and can not have underscore in the end .	and ( not ( contain ( concat ( <cap> , repeat ( <let> , 2 ) ) ) ) , not ( startwith ( <low> ) ) )	B*E:W_Ee^=AG4do;gp _zgqD9Y_2+U30Nr559pj T#8YH :NG ;6ns$jj1B5Ha2& Ek,Wb17IL_.@P^J@2z&	Aqm=Q k=J% rAA_E_L@W 3Y_Ge^Ds^%h:NVN ^j#GFr7 8uhkm#YHMy
b-1_t-uns_id-67	a string that does not start with a lowercase letter and does not contain a capital followed by 2 letters .	and ( not ( contain ( concat ( <cap> , repeat ( <let> , 2 ) ) ) ) , not ( startwith ( <low> ) ) )	B*E:W_Ee^=AG4do;gp _zgqD9Y_2+U30Nr559pj T#8YH :NG ;6ns$jj1B5Ha2& Ek,Wb17IL_.@P^J@2z&	Aqm=Q k=J% rAA_E_L@W 3Y_Ge^Ds^%h:NVN ^j#GFr7 8uhkm#YHMy
b-1_t-uns_id-70	"the string must be less than 9 characters and does not contain the letters "" hv "" in that sequence ."	and ( repeatrange ( <any> , 0 , 8 ) , not ( contain ( const ( <hv> ) ) ) )	Bl2^hypT hhzh nhj hhz6 xzhz2 !hhiH#m	h.8amhyaP h.8amhyhw 3hv hhhvBGS x&hv hvh
b-1_t-uns_id-72	"this pattern matches any string that starts with 2 lowercase letters , excluding those starting with "" uy "" , has a length of 6 to 9 characters , contains the substring "" CN "" , and ends with a digit or capital letter ."	and ( repeatrange ( <any> , 6 , 9 ) , and ( and ( startwith ( repeat ( <low> , 2 ) ) , not ( startwith ( const ( <uy> ) ) ) ) , and ( endwith ( or ( <num> , <cap> ) ) , contain ( const ( <CN> ) ) ) ) )	vwA*RCN0 xrCNC=3 vwA*RCCN ksCeCN vwA*R%CN iqCECN*PE	uzCSlCJ ui!CHC yaCN0 jwaCNh uyC^CN uy5!C4CN
b-1_t-uns_id-72	a string which has a length of 6 to 9 characters and contains c and n . the string starts with 2 lowercase letters which should not be u or y . the string ends with number or capital letter .	and ( repeatrange ( <any> , 6 , 9 ) , and ( and ( startwith ( repeat ( <low> , 2 ) ) , not ( startwith ( const ( <uy> ) ) ) ) , and ( endwith ( or ( <num> , <cap> ) ) , contain ( const ( <CN> ) ) ) ) )	vwA*RCN0 xrCNC=3 vwA*RCCN ksCeCN vwA*R%CN iqCECN*PE	uzCSlCJ ui!CHC yaCN0 jwaCNh uyC^CN uy5!C4CN
b-1_t-uns_id-73	"a string starting with any capital letter that is nt "" P "" . to be followed by any digits , letters or special characters as long as the number of special characters is more or less than 2 and the number of letters is more or less than 3 ."	and ( not ( contain ( repeat ( <spec> , 2 ) ) ) , and ( not ( endwith ( repeat ( <let> , 3 ) ) ) , and ( startwith ( <cap> ) , not ( startwith ( <P> ) ) ) ) )	F+9.0*M^8H= Hh*0;s*J53!q^ W_t^Y;5W!R V3=Mny=u:mm@ B=t! W%1!Ho^0#	XVh:: Y-:rh;$I^=EO^__ Wtl@x2Gjh D;0^N+K!g@e+Lai @y!p@u%U@3p H9GF=@_R
b-1_t-uns_id-73	"this pattern matches any string starting with a capital letter excluding "" P "" , does not contains 2 special characters , and does not end with 3 letters ."	and ( not ( contain ( repeat ( <spec> , 2 ) ) ) , and ( not ( endwith ( repeat ( <let> , 3 ) ) ) , and ( startwith ( <cap> ) , not ( startwith ( <P> ) ) ) ) )	F+9.0*M^8H= Hh*0;s*J53!q^ W_t^Y;5W!R V3=Mny=u:mm@ B=t! W%1!Ho^0#	XVh:: Y-:rh;$I^=EO^__ Wtl@x2Gjh D;0^N+K!g@e+Lai @y!p@u%U@3p H9GF=@_R
b-1_t-uns_id-74	"a string consists of letters and special characters . it needs to contain at least 1 lowercase character and at least 1 uppercase letter "" T "" . it needs to start with a sequence of 3 letters , either all upper or all lowercase . it may not end with a capital letter ."	and ( repeatatleast ( or ( <cap> , or ( <spec> , <low> ) ) , 1 ) , and ( contain ( <low> ) , and ( not ( endwith ( <cap> ) ) , and ( contain ( <T> ) , startwith ( or ( repeat ( <cap> , 3 ) , repeat ( <low> , 3 ) ) ) ) ) ) )	AYTv# STYw TXT:Pq%@ TSH!:=,=DG=c^@-#!p# AYT*s imxP^=YT$;==#	VPH!=;i:= obtuT^B P!yT! HYZ^*$%&!^=NT, T%=w_!: YBB#EC+%:@+_%T!
b-1_t-uns_id-74	"this pattern matches any string that start with 3 letters , contains any character excluding digits , with at least a lowercase letter and a capital "" T "" , and does not end with a capital letter ."	and ( repeatatleast ( or ( <cap> , or ( <spec> , <low> ) ) , 1 ) , and ( contain ( <low> ) , and ( not ( endwith ( <cap> ) ) , and ( contain ( <T> ) , startwith ( or ( repeat ( <cap> , 3 ) , repeat ( <low> , 3 ) ) ) ) ) ) )	AYTv# STYw TXT:Pq%@ TSH!:=,=DG=c^@-#!p# AYT*s imxP^=YT$;==#	VPH!=;i:= obtuT^B P!yT! HYZ^*$%&!^=NT, T%=w_!: YBB#EC+%:@+_%T!
b-1_t-uns_id-82	"a list of single string . the string consist of allowed in digit numeric value and lowercase and "" , "" , and "" C "" . and every lowercase must be before digit ."	and ( repeatatleast ( or ( <num> , or ( <low> , or ( <,> , <C> ) ) ) , 1 ) , and ( not ( endwith ( <low> ) ) , not ( contain ( concat ( <low> , notcc ( <num> ) ) ) ) ) )	a4,C,,4z7,CC33h43,h9 C,Cp5,7,Cw2C a4,C,,4z7,CC33h43,,C ,u5,,, C,55Ch3p9g58,, 0,x8,,C,Cn3,7c2,67	Rt6,,,,V, u80Ct92b Rt6,,,,VX 8q2s5Co u80Ct9,i 8q279,s
b-1_t-uns_id-82	"a string that consists of numbers , lowercase letters , comma and letter "" C "" , and every lowercase letter has to be ahead of digit ."	and ( repeatatleast ( or ( <num> , or ( <low> , or ( <,> , <C> ) ) ) , 1 ) , and ( not ( endwith ( <low> ) ) , not ( contain ( concat ( <low> , notcc ( <num> ) ) ) ) ) )	a4,C,,4z7,CC33h43,h9 C,Cp5,7,Cw2C a4,C,,4z7,CC33h43,,C ,u5,,, C,55Ch3p9g58,, 0,x8,,C,Cn3,7c2,67	Rt6,,,,V, u80Ct92b Rt6,,,,VX 8q2s5Co u80Ct9,i 8q279,s
b-1_t-uns_id-83	"the string can be any length and contain any characters . it has to end with a capital letter , but it can not end with "" GUC "" ."	and ( endwith ( <cap> ) , not ( endwith ( const ( <GUC> ) ) ) )	QFrCmpGU GYA:oFC GEvGHG$ETP E41HGZ@GG+-O B XVeYVF	eHw Q:X-8 aG,-QI%Cm @2W_2@ ,$JSq7mUsd@b aG,-QI%C4
b-1_t-uns_id-83	"the string ends with capital letter but not "" GUC "" ."	and ( endwith ( <cap> ) , not ( endwith ( const ( <GUC> ) ) ) )	QFrCmpGU GYA:oFC GEvGHG$ETP E41HGZ@GG+-O B XVeYVF	eHw Q:X-8 aG,-QI%Cm @2W_2@ ,$JSq7mUsd@b aG,-QI%C4
b-1_t-uns_id-88	a string of minimum 6 characters containing at least 1 special character or lowercase letter	and ( repeatatleast ( or ( <let> , or ( <num> , <spec> ) ) , 1 ) , and ( repeatatleast ( <any> , 6 ) , contain ( or ( <spec> , <low> ) ) ) )	_^=3==Bi%4V^**7 ;:O4#^p^9p#6!!rJ! _^=3==Bi%4V^**$ _^=3==Bi%4V^**= Z=&=^O.!l!.+-!M.-# =#8-hQ	$^=h= 8977F21Z9JH 06DPOA20 8977F21Z91F BC66O4MRXVU2S S6IDYH018NI5Y0W3P7
b-1_t-uns_id-88	a string contain letters , digits , or special characters and is at least 6 characters long . must contain a special characters or lowercase letter .	and ( repeatatleast ( or ( <let> , or ( <num> , <spec> ) ) , 1 ) , and ( repeatatleast ( <any> , 6 ) , contain ( or ( <spec> , <low> ) ) ) )	_^=3==Bi%4V^**7 ;:O4#^p^9p#6!!rJ! _^=3==Bi%4V^**$ _^=3==Bi%4V^**= Z=&=^O.!l!.+-!M.-# =#8-hQ	$^=h= 8977F21Z9JH 06DPOA20 8977F21Z91F BC66O4MRXVU2S S6IDYH018NI5Y0W3P7
b-1_t-uns_id-9	"the string can be any length , but it can not have any numbers . it has to include a lowercase letter , but it can not start with 1 . it has to end with a letter , but it can not end with "" kD "" ."	and ( not ( startwith ( <low> ) ) , and ( and ( endwith ( <let> ) , not ( endwith ( const ( <kD> ) ) ) ) , and ( contain ( <low> ) , not ( contain ( <num> ) ) ) ) )	RkkkDk^k !fY@k^:xK $kD_J#Ma:&.@l_Rkzqp !%e@^$;kDq +e,,kikkCt;bfG +e,,kikkCt;bfk	@x^_!_;O^%g;P& ku s..geB &_Q kC_kT+Vm$_p 2c
b-1_t-uns_id-9	"the string has lowercase letters and does not have numbers . the string does not start with a lowercase letter , and it ends with letter which must not be "" kD "" ."	and ( not ( startwith ( <low> ) ) , and ( and ( endwith ( <let> ) , not ( endwith ( const ( <kD> ) ) ) ) , and ( contain ( <low> ) , not ( contain ( <num> ) ) ) ) )	RkkkDk^k !fY@k^:xK $kD_J#Ma:&.@l_Rkzqp !%e@^$;kDq +e,,kikkCt;bfG +e,,kikkCt;bfk	@x^_!_;O^%g;P& ku s..geB &_Q kC_kT+Vm$_p 2c
b-1_t-uns_id-91	"the string can be any length , and it can use any characters , but it must start with either "" :; "" or "" #;; "" ."	startwith ( or ( const ( <:;> ) , const ( <#;;> ) ) )	:;lRdG@w3IAjKr^yl #;;wd_xuz89bXC03 #;;*ofu3Uv=fH-*E;D #;;FkzK,Q*93- #;;TesYh.jk_w3X3R #;;xw@Vr@a;#ey	#;9te$cP9 !y !q+j;P-0uu :$x,^A+AOeW: !ykV :cN&E;s
b-1_t-uns_id-91	"a string that either starts with the sequence "" :; "" or "" #;; "" ."	startwith ( or ( const ( <:;> ) , const ( <#;;> ) ) )	:;lRdG@w3IAjKr^yl #;;wd_xuz89bXC03 #;;*ofu3Uv=fH-*E;D #;;FkzK,Q*93- #;;TesYh.jk_w3X3R #;;xw@Vr@a;#ey	#;9te$cP9 !y !q+j;P-0uu :$x,^A+AOeW: !ykV :cN&E;s
b-1_t-uns_id-93	"a string of 6 to 10 letters , special characters or digits with a capital letter in the beginning and 2 special characters or digits in the end . the first letter can not be a "" U """	and ( repeatatleast ( or ( <let> , or ( <spec> , <num> ) ) , 1 ) , and ( repeatrange ( <any> , 6 , 10 ) , and ( and ( startwith ( <cap> ) , not ( startwith ( <U> ) ) ) , not ( endwith ( repeat ( <let> , 2 ) ) ) ) ) )	O8.#=^ E5^_$^i_@ P-3$!k! E5^_$^i_+ Y!E84!!l Y!E84!!:	Cgym8 U3%=F@U Z=*!@dkN U#.^^_ Cgym@ Cgym!
b-1_t-uns_id-93	"this pattern matches any string starting with any capital letter that is not "" U "" , has a length of 6 to 10 characters , and doesn´t end with 2 letters ."	and ( repeatatleast ( or ( <let> , or ( <spec> , <num> ) ) , 1 ) , and ( repeatrange ( <any> , 6 , 10 ) , and ( and ( startwith ( <cap> ) , not ( startwith ( <U> ) ) ) , not ( endwith ( repeat ( <let> , 2 ) ) ) ) ) )	O8.#=^ E5^_$^i_@ P-3$!k! E5^_$^i_+ Y!E84!!l Y!E84!!:	Cgym8 U3%=F@U Z=*!@dkN U#.^^_ Cgym@ Cgym!
b-2_t-cat_id-102	"the string starts with a "" s "" , followed by an optional "" p "" or "" O "" . it then has more than 1 character other than a capital letter , followed by 3 - 4 capital letters and ends with 3 characters other than letters ."	concat ( <s> , concat ( optional ( or ( <p> , <O> ) ) , concat ( repeatatleast ( notcc ( <cap> ) , 1 ) , concat ( repeatrange ( <cap> , 3 , 4 ) , repeat ( notcc ( <let> ) , 3 ) ) ) ) )	sOd7YVM&_^ st4n7MWD790 s^022_l#tn;c5WAJ^6_ sO*4%*=0GFT.!^ st4n7MWD7_^ sj.ZWP^^_	sOZJ^1^ s$c5:^mt1+1MLC^% sb7ff8CDYR__ sOSRLQ^1_ sk8qxm5heHG^2^ sOBHK%^_
b-2_t-cat_id-102	"the string starts with letter "" s "" after which there is an optional letter "" p "" or letter "" O "" followed by more than 1 letter which are not capital letters and then 3 to 4 capital letters . the string ends with 3 characters which are not letters ."	concat ( <s> , concat ( optional ( or ( <p> , <O> ) ) , concat ( repeatatleast ( notcc ( <cap> ) , 1 ) , concat ( repeatrange ( <cap> , 3 , 4 ) , repeat ( notcc ( <let> ) , 3 ) ) ) ) )	sOd7YVM&_^ st4n7MWD790 s^022_l#tn;c5WAJ^6_ sO*4%*=0GFT.!^ st4n7MWD7_^ sj.ZWP^^_	sOZJ^1^ s$c5:^mt1+1MLC^% sb7ff8CDYR__ sOSRLQ^1_ sk8qxm5heHG^2^ sOBHK%^_
b-2_t-cat_id-107	a string consists of 3 or more capital letters followed by 4 letters and then ending with another 3 or more capital letters .	concat ( repeatatleast ( <cap> , 3 ) , concat ( repeat ( <let> , 4 ) , repeatatleast ( <cap> , 3 ) ) )	SPOWuNtVLRVY HUPkQVlQCSJOYIRPBYZ WCYNQERfrfgKUS WCYNQERfrIOIMT NEZYELqTVICOXFZ KRVqfmfLYZESOVTDRCFS	MOENekJlsVZEUAQZEXPK FDEWqmOutLQOUCVUDSZ
b-2_t-cat_id-107	a string that starts with 3 or more capitals , then 4 letters and ends with 3 or more capitals .	concat ( repeatatleast ( <cap> , 3 ) , concat ( repeat ( <let> , 4 ) , repeatatleast ( <cap> , 3 ) ) )	SPOWuNtVLRVY HUPkQVlQCSJOYIRPBYZ WCYNQERfrfgKUS WCYNQERfrIOIMT NEZYELqTVICOXFZ KRVqfmfLYZESOVTDRCFS	MOENekJlsVZEUAQZEXPK FDEWqmOutLQOUCVUDSZ
b-2_t-cat_id-108	start the string with 1 or more digits followed by 3 letters . continue with 3 to 4 digits followed by 1 to 4 letters .	concat ( repeatatleast ( <num> , 1 ) , concat ( repeat ( <let> , 3 ) , concat ( repeatrange ( <num> , 3 , 4 ) , repeatrange ( <let> , 1 , 4 ) ) ) )	2155VHf5105GccE 4vLQ186d 1qmh1199ggny 8333RUo148ejSr 8687545QuA6693UrAf 5vKW136nfSG	Ksd749DKmn 6268MKs21898aiKu 1609cUN30bSm DzL987FXgf 8727zjZ990tBvjv Mut9172o
