problem_id	description	regex	pos_examples	neg_examples	const_values
b-1_t-cat_id-91	there are 3 strings . first string consist by const0 or const1 . second string consist by 3 to 4 const2 that is optional . third string consist by 1 to 2 not capital letters .	concat ( or ( const0 , const1 ) , concat ( optional ( repeatrange ( const2 , 3 , 4 ) ) , repeatrange ( notcc ( <cap> ) , 1 , 2 ) ) )	AK444& RHK444%h RHK444q@ RHK4445 AK4444 AKv	RHK44444@m RHK431 AMR444xh RHK44444*, RHK44;@ AK6+s	3 const0,AK const1,RHK const2,4
b-1_t-cat_id-94	a string starting with 2 to 4 capital letters , followed by 2 digits followed by 2 to 4 capital letters followed by at least 3 characters that are not letters and ending with 2 to 4 capital letters .	concat ( repeatrange ( <cap> , 2 , 4 ) , concat ( repeat ( <num> , 2 ) , concat ( repeatrange ( <cap> , 2 , 4 ) , concat ( optional ( repeatatleast ( notcc ( <let> ) , 3 ) ) , repeatrange ( <cap> , 2 , 4 ) ) ) ) )	CA63QG_^^_7#CJC ZB34KN_8-%#1$^^:HKZN JJO82VVTTC AU44RU6-2^_YRL KHIH36KXWVO JA75JSVE2*4#^%_49UA	WL66VJ^_GJ VKI96BX2_ID PO4FO^=1_^^__+_10RVI NJ17TW_*^:KLPJP XRMRA91WI+_^7^$_RR RT85A3;.#+^*SY	0
b-1_t-sep_id-12	three string separated by commas that start with either 2 const1 or 2 const2 , have length of at least 3 and allow digits , capital letters and the letter const0	concat ( and ( repeatatleast ( or ( <num> , or ( <cap> , const0 ) ) , 1 ) , and ( repeatatleast ( <any> , 3 ) , startwith ( or ( repeat ( const1 , 2 ) , repeat ( const2 , 2 ) ) ) ) ) , concat ( <,> , concat ( and ( repeatatleast ( or ( <num> , or ( <cap> , const0 ) ) , 1 ) , and ( repeatatleast ( <any> , 3 ) , startwith ( or ( repeat ( const1 , 2 ) , repeat ( const2 , 2 ) ) ) ) ) , concat ( <,> , and ( repeatatleast ( or ( <num> , or ( <cap> , const0 ) ) , 1 ) , and ( repeatatleast ( <any> , 3 ) , startwith ( or ( repeat ( const1 , 2 ) , repeat ( const2 , 2 ) ) ) ) ) ) ) ) )	BBvvv,TTvS8vvS,TT1 TTPv5D,BBv,BB6 TT7U,TT8,BBD TT7U,TT8,TT4 BBvvv,TTvS8vvS,TTY BBOvv,TT7vSD,BB1	BB6AD,61S,TTE BBA1,TT0,TT TTv9,TTv1,B7v1vZ34v TT71v,BBv1vQ59v0,WHP BBv,vvv3vG,TTFSvvVT BB3v,TT4,Avv	3 const0,v const1,B const2,T
b-1_t-sep_id-13	there are 9 strings . 1 and 5 strings consist by 1 or more lowercase . two and 6 strings consist by 1 or more const0 letter . three and 7 strings consist by 4 digit numeric value . four and 8 strings consist by dot symbols . last string consist by allowed digit numeric value and capital letters .	concat ( concat ( repeatatleast ( <low> , 1 ) , concat ( repeatatleast ( const0 , 1 ) , repeat ( <num> , 4 ) ) ) , concat ( <.> , concat ( concat ( repeatatleast ( <low> , 1 ) , concat ( repeatatleast ( const0 , 1 ) , repeat ( <num> , 4 ) ) ) , concat ( <.> , repeatatleast ( or ( <num> , <cap> ) , 1 ) ) ) ) )	yxee8801.ge9857.551 ie7268.isfe6387.Z ee6002.ue0469.19 ee6002.ue0469.1F yxee8801.ge9857.5XP yxee8801.ge9857.55H	ge1348.dde3715.iNm g2420.che2530.5 e2756.qeede1931.42 ae8207.be8357.z mee9606.e5520.2XS9 be3829.hae4259.d	1 const0,e
b-1_t-sep_id-14	a list of 3 decimal separated strings beginning with digits . the second string must have 2 - 5 letters and/or numbers , and the end should be 3 - 4 consecutive number 3s .	concat ( repeatatleast ( <num> , 1 ) , concat ( <.> , concat ( and ( repeatatleast ( or ( <num> , or ( <cap> , <low> ) ) , 1 ) , repeatrange ( <any> , 2 , 5 ) ) , concat ( <.> , repeatrange ( <3> , 3 , 4 ) ) ) ) )	7370164295.y4eKV.333 12.8b.333 5.TQ.333 35.HtDm0.3333 1845992.rSgjc.3333 89682.7eDDe.333	Y8.Wb.333 dVdw5004U.F6.333 G5517.WdL7O.3333 Q1HP.J4.333 Y8.vs.333 75174517.35mI.33333	0
b-1_t-sep_id-15	find lines with 3 strings separated by const0 . it must begin with const1 or const2 followed by 2 - 4 letters . the last 2 strings must be capital letters and not contain const3 .	concat ( concat ( or ( const1 , const2 ) , repeatrange ( <let> , 2 , 4 ) ) , concat ( const0 , concat ( and ( repeatatleast ( <cap> , 1 ) , not ( contain ( const3 ) ) ) , concat ( const0 , and ( repeatatleast ( <cap> , 1 ) , not ( contain ( const3 ) ) ) ) ) ) )	Cuhbp.RA.PXVRHV CbzgA.RARQ.X CWav.R.R CfeG.RBZCRAG.R CvZ.TJIZX.R CWav.R.S	deMAQ.R.JUKRYY KqvNHO.RB.RAQYRRBUS KqvNHO.RB.RAQYRRBNR eYwRO.CQ.UYRARLJPRB dtFu.A.V KiSWE.R.RC	4 const0,. const1,K const2,C const3,RC
b-1_t-sep_id-2	a list of dash separated strings . the strings consist of 2 - 3 uppercase const0 followed by 2 digits . there must be at least 1 string .	concat ( concat ( repeatrange ( const0 , 2 , 3 ) , repeat ( <num> , 2 ) ) , star ( concat ( <-> , concat ( repeatrange ( const0 , 2 , 3 ) , repeat ( <num> , 2 ) ) ) ) )	CCC54 CC51-CC12 CCC25-CCC94-CC13 CC44-CC26-CC81-CCC05 CCC58-CC74-CCC28 CCC86-CCC58-CCC84	CCC0-CC5-CCC3 CCC404-CCC248 C23-C22-C93 CCC382-CCC584-CC381 CC848 CC9-CCC2-CCC0-CCC8	1 const0,C
b-1_t-sep_id-20	a list of 7 strings . first string consist by allowed lowercase . second and fifth srtrngs consist by semicolon symbols . third and sixth string consist by 2 const0 . fourth and last strings consist by 3 or more letters .	concat ( repeatatleast ( <low> , 1 ) , concat ( <;> , concat ( concat ( repeat ( const0 , 2 ) , repeatatleast ( <let> , 3 ) ) , concat ( <;> , concat ( repeat ( const0 , 2 ) , repeatatleast ( <let> , 3 ) ) ) ) ) )	ca;GGCpcOtj;GGJWt ca;GGCpcOtj;GGJuP rz;GGpBin;GGZfyI d;GGnYzIx;GGYhR rz;GGpBin;GGZfyi rz;GGpBin;GGZfUH	w;GGgS;GGxIZXV EF;GGLitoX;GGxkl fm;GGbjPYDQZR;GGpM g;GGtk;GGRPEU gu;Gaos;GGxZtJ u;GGySwjW;GGxC	1 const0,G
b-1_t-sep_id-27	a list of 3 comma separated strings . the strings can contain any letter ( upper or lower case ) . the beginning of the string can not be const1 . the end of the string must be const0 . the string can be any length .	concat ( and ( repeatatleast ( <let> , 1 ) , and ( endwith ( const0 ) , not ( startwith ( const1 ) ) ) ) , concat ( <,> , concat ( and ( repeatatleast ( <let> , 1 ) , and ( endwith ( const0 ) , not ( startwith ( const1 ) ) ) ) , concat ( <,> , and ( repeatatleast ( <let> , 1 ) , and ( endwith ( const0 ) , not ( startwith ( const1 ) ) ) ) ) ) ) )	ST,MST,ST ZSTnSTRSST,xST,ST ycLSSUHUYST,fST,XST ST,ST,ST VtSSSST,PST,ST ycLSSUHUYST,fST,lST	xaWSTSST,ST,ST xaSST,xST,ST SSIST,Wp,ST xaST,YGjSVSVEIST,gST UVSSlYSz70ST,ST,ST SSTSSTST,ST,a	2 const0,ST const1,xa
b-1_t-sep_id-3	3 semicolon separated strings . the first string must be const0 , the second must be const1 and the third can only allow capital letters , lowercase letterst and const2 .	concat ( or ( const0 , const1 ) , concat ( <;> , concat ( or ( const0 , const1 ) , concat ( <;> , repeatatleast ( or ( <cap> , or ( <low> , const2 ) ) , 1 ) ) ) ) )	70;604;1B1 70;70;rSEPsz1 70;70;1 604;604;BXy1 604;604;BXyy 604;604;BXyO	70;93;e1CE11Zm11DcH 70;93;1OidaJ1sG11 70;17;K1liA1qpK1S1 82;70;1d11RJ1gZIatO 82;70;K11z11 604;70;16jjf6xRR	3 const0,70 const1,604 const2,1
