problem_id	description	regex	pos_examples	neg_examples	const_values
b-1_t-cat_id-21	a string starting with at least 1 capital const0 followed by at least 2 lowercase letters . after that there will be another capital const0 or more with the number const1 or const2 at the end .	concat ( repeatatleast ( const0 , 1 ) , concat ( repeatatleast ( <low> , 2 ) , concat ( repeatatleast ( const0 , 1 ) , or ( const1 , const2 ) ) ) )	KKKKoyeflKKKK7 KjxKKKKKKKKKKKKKKK4 KKyoqgcKKKKK4 KwiKKKKKKKKKKKKKKKK4 KmcKK7 KgbKKKK4	uhqujKKKKKKKK7 Kgxwvkxjtrxz4 KKKKdKKK7 KKkjdkgowbuixf7 KKttqnzcsfigg7 KKeni7	3 const0,K const1,4 const2,7
b-1_t-cat_id-25	a 3 to 4 digits or letters string , followed by another string of 4 letters , which is optional	concat ( repeatrange ( or ( <num> , <let> ) , 3 , 4 ) , optional ( repeat ( <let> , 4 ) ) )	r511 n8d 21Z4gjbe Jkvsnyj 21Z4gjbM n8N	42x15 DEx1GacNH 8X2R5pVdU 42x1e TWPVi 8X2R5pVXx	0
b-1_t-cat_id-25	the string starts with 3 to 4 numbers or letters , and the end of string which is optional should be of 4 letters .	concat ( repeatrange ( or ( <num> , <let> ) , 3 , 4 ) , optional ( repeat ( <let> , 4 ) ) )	r511 n8d 21Z4gjbe Jkvsnyj 21Z4gjbM n8N	42x15 DEx1GacNH 8X2R5pVdU 42x1e TWPVi 8X2R5pVXx	0
b-1_t-cat_id-26	the string starts with a period or exclamation mark , followed by either a const0 or const1 . next there are 1 to 4 const2 , followed by either const3 or const4 . it ends with 2 or more numbers .	concat ( or ( <.> , <!> ) , concat ( or ( const0 , const1 ) , concat ( repeatrange ( const2 , 1 , 4 ) , concat ( or ( const3 , const4 ) , repeatatleast ( <num> , 2 ) ) ) ) )	!68$4873608104 !68^9855547192 .688^43310 .6888^023366871670 !6888^27834289 !288^81674938867510	!2888+9818 .68888^8 .2^3010870 !68888+885661 .688888$15 !288+587438633	5 const0,6 const1,2 const2,8 const3,$ const4,^
b-1_t-cat_id-26	i want to enter capital letter in first string and second 1 with 2 digit and separated with dash andnext string with a capital and next with 2 digit next separate by a dash and the final string consist of 2 digit	concat ( or ( <.> , <!> ) , concat ( or ( <6> , <2> ) , concat ( repeatrange ( <8> , 1 , 4 ) , concat ( or ( <$> , <^> ) , repeatatleast ( <num> , 2 ) ) ) ) )	!68$4873608104 !68^9855547192 .688^43310 .6888^023366871670 !6888^27834289 !288^81674938867510	!2888+9818 .68888^8 .2^3010870 !68888+885661 .688888$15 !288+587438633	0
b-1_t-cat_id-28	the string begins with 2 or more lowercase const0 followed by 3 numbers . an uppercase const1 must come next . next is either const2 or const3 . optionally , it can end with 3 or 4 capital letters .	concat ( repeatatleast ( const0 , 2 ) , concat ( repeat ( <num> , 3 ) , concat ( const1 , concat ( or ( const2 , const3 ) , optional ( repeatrange ( <cap> , 3 , 4 ) ) ) ) ) )	ssssss292Z_;,KQD ssssssssss384Z*## ssss940Z_;, sss946Z_;,XOE sssss787Z*## sssss787Z_;,	ss323Z-+=PYW ssssssssss474Z_;,HZ ssss221Z*##IY sssss306Z-+=UGTB ssss611*##YHU ssss244Z*##IVXLO	4 const0,s const1,Z const2,*## const3,_;,
b-1_t-cat_id-28	the string must begin with 2 or more letter const0 . after this grouping , it is a 3 digit number . after this 3 digit number , there a letter const1 . after the letter const1 , the string must contain const2 or const3 . the string can end with an optional string of 3 to 4 capital letters .	concat ( repeatatleast ( const0 , 2 ) , concat ( repeat ( <num> , 3 ) , concat ( const1 , concat ( or ( const ( <*##> ) , const2 ) , optional ( repeatrange ( <cap> , 3 , 4 ) ) ) ) ) )	ssssss292Z_;,KQD ssssssssss384Z*## ssss940Z_;, sss946Z_;,XOE sssss787Z*## sssss787Z_;,	ss323Z-+=PYW ssssssssss474Z_;,HZ ssss221Z*##IY sssss306Z-+=UGTB ssss611*##YHU ssss244Z*##IVXLO	4 const0,s const1,Z const2,_;, const3,##
b-1_t-cat_id-3	a list of 3 strings . a first string consist 1 - 3 capital that is optional . second string consist 2 + digit numeric value . and last string consist 3 + const0 numeric value .	concat ( optional ( repeatrange ( <cap> , 1 , 3 ) ) , concat ( repeatatleast ( <num> , 2 ) , repeatatleast ( const0 , 3 ) ) )	028999998899596888 N259986488499888 098982888 03828988999826888 K5088888 098988888	40882979392965988 WB79988	1 const0,8
b-1_t-cat_id-3	the string starts with an optional 1 - 3 capital letters and then more than 2 digits , and it ends with more than 3 const0	concat ( optional ( repeatrange ( <cap> , 1 , 3 ) ) , concat ( repeatatleast ( <num> , 2 ) , repeatatleast ( const0 , 3 ) ) )	028999998899596888 N259986488499888 098982888 03828988999826888 K5088888 098988888	40882979392965988 WB79988	1 const0,8
b-1_t-cat_id-35	there are 2 strings first is optional with 2 to 3 letters and the second 1 follows with 3 + +	concat ( optional ( repeatrange ( <let> , 2 , 3 ) ) , repeatatleast ( <u> , 3 ) )	uuu sNvuuuuuuu vzuuuuuuu xWuuu QWuuuu uyMuuuuuuuuu	iruu QEuu uu uKyuu uu ytxuu	0
b-1_t-cat_id-35	a string with optional 2 - 3 letters , then 3 const0 .	concat ( optional ( repeatrange ( <let> , 2 , 3 ) ) , repeatatleast ( const0 , 3 ) )	uuu sNvuuuuuuu vzuuuuuuu xWuuu QWuuuu uyMuuuuuuuuu	iruu QEuu uu uKyuu uu ytxuu	1 const0,u
b-1_t-cat_id-36	a list of 3 strings . the first and last string consist 2 or more digit numeric value . the second of the string consist 1 to 3 capital that is optional	concat ( repeatatleast ( <num> , 2 ) , concat ( optional ( repeatrange ( <cap> , 1 , 3 ) ) , repeatatleast ( <num> , 2 ) ) )	98YQN981021695469 16QNT38800627546979 7635YET32079659413 2670162TAR8168 96TN676259121877 98928P84105469588	7J97259698535074 97402888781UKCF98 5UDD899276 6P38851755872 370693GUEO2784862369 9073173RKIP6873	0
b-1_t-cat_id-36	a list of 3 strings . first sring consist of 2 or more digits numeric value , second stringconsist of 1 to 3 capital letters or that is optinal part . the last string consist of 2 or more digits numeric value .	concat ( repeatatleast ( <num> , 2 ) , concat ( optional ( repeatrange ( <cap> , 1 , 3 ) ) , repeatatleast ( <num> , 2 ) ) )	98YQN981021695469 16QNT38800627546979 7635YET32079659413 2670162TAR8168 96TN676259121877 98928P84105469588	7J97259698535074 97402888781UKCF98 5UDD899276 6P38851755872 370693GUEO2784862369 9073173RKIP6873	0
b-1_t-cat_id-37	a list of 3 strings . first string consist 1 - 2 capital . next string consist 1 + lowercase . last string consist 1 - 2 capital .	concat ( repeatrange ( <cap> , 1 , 2 ) , concat ( repeatatleast ( <low> , 1 ) , repeatrange ( <cap> , 1 , 2 ) ) )	SwmxvzcwkoeauhB PnymfwnphzxntQ GFyefsW BgenjdhtmtstlkectvUA HlfobnwzxyHI NDnjfwezeC	Xexm DBF HTsurftlb XPhh hrhernD voC	0
b-1_t-cat_id-37	the string starts with 1 to 2 capital letters after which there is more than 1 lowercase letters . the string ends with 1 to 2 capital letters .	concat ( repeatrange ( <cap> , 1 , 2 ) , concat ( repeatatleast ( <low> , 1 ) , repeatrange ( <cap> , 1 , 2 ) ) )	SwmxvzcwkoeauhB PnymfwnphzxntQ GFyefsW BgenjdhtmtstlkectvUA HlfobnwzxyHI NDnjfwezeC	Xexm DBF HTsurftlb XPhh hrhernD voC	0
b-1_t-cat_id-38	the string starts and ends with 2 or more capital letters . the middle part consists of 1 or more lowercase letters .	concat ( repeatatleast ( <cap> , 2 ) , concat ( repeatatleast ( <low> , 1 ) , repeatatleast ( <cap> , 2 ) ) )	QPOCtsyAV RJeysgaJOGCEMZULF VXUHaoEMGODAOBCZBMK OVbXOM FWXiEAM QPOCtNYIE	ASHNSBIXGIYUYGKYCP DJXZQ MrgfABO OKKN MVqspeioclQ WsfwYBEHYLRGHVRY	0
b-1_t-cat_id-38	a string starting with 2 or more capital letters , then 1 or more lower case letters , then 2 or more capital letters .	concat ( repeatatleast ( <cap> , 2 ) , concat ( repeatatleast ( <low> , 1 ) , repeatatleast ( <cap> , 2 ) ) )	QPOCtsyAV RJeysgaJOGCEMZULF VXUHaoEMGODAOBCZBMK OVbXOM FWXiEAM QPOCtNYIE	ASHNSBIXGIYUYGKYCP DJXZQ MrgfABO OKKN MVqspeioclQ WsfwYBEHYLRGHVRY	0
b-1_t-cat_id-39	a list of 2 strings . first string consist of 1 + const0 ( optional ) . second string consist of 3 to 4 digit numberic value	concat ( optional ( repeatatleast ( const0 , 1 ) ) , repeatrange ( <num> , 3 , 4 ) )	XXXX680 XXXXXXX649 XXXXXXXX817 XXX4280 XXXXXXXXXXXXXX695 XXXXX5749	XXXXXXXXXXXXXX10759 XX63873 X65362 XXXXXXXXXX47055 X13 XXXXXXXXXXXX05	1 const0,X
b-1_t-cat_id-39	a list of 2 strings . the first string consist of 1 + const0 that is optional and final string consist of 3 - 4 digit .	concat ( optional ( repeatatleast ( const0 , 1 ) ) , repeatrange ( <num> , 3 , 4 ) )	XXXX680 XXXXXXX649 XXXXXXXX817 XXX4280 XXXXXXXXXXXXXX695 XXXXX5749	XXXXXXXXXXXXXX10759 XX63873 X65362 XXXXXXXXXX47055 X13 XXXXXXXXXXXX05	1 const0,X
b-1_t-cat_id-44	a list of 5 strings first and third string consist of const0 or const1 second and fourth string consist of const2 or const3 and the final string is optional with 1 + const4	concat ( or ( const0 , const1 ) , concat ( or ( const2 , const3 ) , concat ( or ( const0 , const1 ) , concat ( or ( const2 , const3 ) , optional ( repeatatleast ( const4 , 1 ) ) ) ) ) )	*a*BYYYYYYYYYYYYY *a*aYYYYYYYYYYYYYYYY *a^aYY *a^BYYYYYYYYYYYYY *a^aYYYYYYYYYYYYYYYY *B^BYYYYYYYYYYYYYY	*a^TYYYYY *e*aYYYYYYYYYY ^z^BYYYYYYYY *B*TYYYYY	5 const0,^ const1,* const2,B const3,a const4,Y
b-1_t-cat_id-48	a list of 2 strings . first string match of const0 . last string consist by 1 or more letters .	concat ( const0 , repeatatleast ( <let> , 1 ) )	PIhLDCEEEXY PbVQWACSMIyIUcaCpR PnNfeNkjrikm PEnSSmnAQTyCPJuLz Pna PnNfeNkjriMs	P P P P	1 const0,P
b-1_t-cat_id-48	the string is the letter const0 followed by at least 1 more letter .	concat ( const0 , repeatatleast ( <let> , 1 ) )	PIhLDCEEEXY PbVQWACSMIyIUcaCpR PnNfeNkjrikm PEnSSmnAQTyCPJuLz Pna PnNfeNkjriMs	P P P P	1 const0,P
b-1_t-cat_id-5	there are 2 strings . first string consist by symbols that is optional . last string consist by 2 to 4 letters	concat ( repeatrange ( <let> , 2 , 4 ) , optional ( or ( <-> , <#> ) ) )	ryDN ws# ryD- uwJH- uwJl- ws-	hbMon- VCV& rcWA$ hbMon# hbMoV# rccr$	0
b-1_t-cat_id-5	a string that starts with 2 - 4 letters and optionally ends with const0 or const1 .	concat ( repeatrange ( <let> , 2 , 4 ) , optional ( or ( const0 , const1 ) ) )	ryDN ws# ryD- uwJH- uwJl- ws-	hbMon- VCV& rcWA$ hbMon# hbMoV# rccr$	2 const0,- const1,#
b-1_t-cat_id-50	there are 3 strings . first string consist 2 to 3 letter . the next string consist 3 lowercase and last string consist 3 to 4 capital .	concat ( repeatrange ( <let> , 2 , 3 ) , concat ( repeat ( <low> , 3 ) , repeatrange ( <cap> , 3 , 4 ) ) )	nxnknrUKZK JLvxoVVIC nxCesuCTHH HXlzrVVQ JyHwqhUZW JLLxpyTAM	XjirINGA PlzsmLJDPW FxmtjdiAPXW PJvwyQSNAJ NlHoiLYNW pmaoAIHX	0
b-1_t-cat_id-50	a string that starts with 2 - 3 letters , followed by 3 lowercase letters and ending with 3 - 4 capital letters .	concat ( repeatrange ( <let> , 2 , 3 ) , concat ( repeat ( <low> , 3 ) , repeatrange ( <cap> , 3 , 4 ) ) )	nxnknrUKZK JLvxoVVIC nxCesuCTHH HXlzrVVQ JyHwqhUZW JLLxpyTAM	XjirINGA PlzsmLJDPW FxmtjdiAPXW PJvwyQSNAJ NlHoiLYNW pmaoAIHX	0
b-1_t-cat_id-58	there are 5 strings . one , three and last strings consist by 3 to 4 letters . second strings consist by 1 to 4 lowercase that is optional . fourth strings consist by 1 or more capital letters that is optional .	concat ( repeatrange ( <let> , 3 , 4 ) , concat ( optional ( repeatrange ( <low> , 1 , 4 ) ) , concat ( repeatrange ( <let> , 3 , 4 ) , concat ( optional ( repeatatleast ( <cap> , 1 ) ) , repeatrange ( <let> , 3 , 4 ) ) ) ) )	XwOEDjcZYOJYBVTI SubwRgNjFXUHWGpml mszLiZJPeNMMCAGVLWC mszLiZJPeNMMCAGVLfS YCmBIpNFJFWPXERoVY ZXhwbMpDtdqi	VJHEEexpJDiiRWUudBU GJreRmEgqQsWJ	0
b-1_t-cat_id-58	a list of 5 string . the first string consist of 3 - 4 letter and second string consist of 1 - 4 lowercase that is optional and third string consist of 3 - 4 letter and fourth string consist by 1+capita + that is optional and final string consist of 3 - 4 letter .	concat ( repeatrange ( <let> , 3 , 4 ) , concat ( optional ( repeatrange ( <low> , 1 , 4 ) ) , concat ( repeatrange ( <let> , 3 , 4 ) , concat ( optional ( repeatatleast ( <cap> , 1 ) ) , repeatrange ( <let> , 3 , 4 ) ) ) ) )	XwOEDjcZYOJYBVTI SubwRgNjFXUHWGpml mszLiZJPeNMMCAGVLWC mszLiZJPeNMMCAGVLfS YCmBIpNFJFWPXERoVY ZXhwbMpDtdqi	VJHEEexpJDiiRWUudBU GJreRmEgqQsWJ	0
b-1_t-cat_id-59	a string starts with 3 characters that are not digits and ends with either 2 digits or 2 capital letters . inbetween , there may be a sequence of any length of letters and digits .	concat ( repeat ( notcc ( <num> ) , 3 ) , concat ( optional ( repeatatleast ( or ( <let> , <num> ) , 1 ) ) , or ( repeat ( <num> , 2 ) , repeat ( <cap> , 2 ) ) ) )	DcLPsTM6KUd70 -$&AC91 P_%segclG43877ML673 @#&j0BSAH19lD4313 ,..N2eR3K58KI0QU bGjiQl2EvXA	jm42CM Oz99	0
b-1_t-cat_id-59	the string starts with 3 characters which are not numbers and then more than 1 letter or number which are optional . the string ends either with 2 number or 2 capital letters .	concat ( repeat ( notcc ( <num> ) , 3 ) , concat ( optional ( repeatatleast ( or ( <let> , <num> ) , 1 ) ) , or ( repeat ( <num> , 2 ) , repeat ( <cap> , 2 ) ) ) )	DcLPsTM6KUd70 -$&AC91 P_%segclG43877ML673 @#&j0BSAH19lD4313 ,..N2eR3K58KI0QU bGjiQl2EvXA	jm42CM Oz99	0
b-1_t-cat_id-65	there are list of 4 strings first 1 contains three+ capital letters next string need 3 + digits third 1 contains const0 or const1 and the final string contains 2 - 4 letters	concat ( repeatatleast ( <cap> , 3 ) , concat ( repeatatleast ( <num> , 3 ) , concat ( or ( const0 , const1 ) , repeatrange ( <let> , 2 , 4 ) ) ) )	MLWTMF6362817NVF ZHX617822gxRkC UYL17023292112NdoMy UYL17023292112Ndobx MLWTMF6362817NVn ZKQ4687NOB	SW9925840NSHzv LQ47036403gAKev NJTVU71grbz CAV564609423279310NP EJV9882531NIFVzl BDMZVDWXHMV76gLF	2 const0,N const1,g
b-1_t-cat_id-65	a string that must start with 3 or more capital letters , followed by 3 or more digits , followed only by a const0 capital letter or a lowercase const1 , and to end with 2 to 4 letters .	concat ( repeatatleast ( <cap> , 3 ) , concat ( repeatatleast ( <num> , 3 ) , concat ( or ( const0 , const1 ) , repeatrange ( <let> , 2 , 4 ) ) ) )	MLWTMF6362817NVF ZHX617822gxRkC UYL17023292112NdoMy UYL17023292112Ndobx MLWTMF6362817NVn ZKQ4687NOB	SW9925840NSHzv LQ47036403gAKev NJTVU71grbz CAV564609423279310NP EJV9882531NIFVzl BDMZVDWXHMV76gLF	2 const0,N const1,g
b-1_t-cat_id-68	a list of 5 strings . a first 1 consist 2 to 4 capital and the next string consists 3 to 4 const0 . the third string consists should be an optional . the fourth string consists 2 to 4 capital the last string contains 3 to 4 letter .	concat ( repeatrange ( <cap> , 2 , 4 ) , concat ( repeatrange ( const0 , 3 , 4 ) , concat ( optional ( <low> ) , concat ( repeatrange ( <cap> , 2 , 4 ) , repeatrange ( <let> , 3 , 4 ) ) ) ) )	AXE000KEUIm KLRT0000tWVQCUMNk IQ000uNCPIigXs AXE000KEUIV MJIH000EURGADHv KLRT0000tWVQCUMhn	Q000tDFKjFOO JZN00dRFiAA LV0000ehTOoZV S0000pVHETzcTd N0000hXRBQwFdM RSBR00000HWWplBA	1 const0,0
b-1_t-cat_id-68	a string starting with 2 - 4 capitals , followed by 3 - 4 const0 , then an optional lowercase letter . after that , 2 - 4 capital letters , followed by 3 - 4 letters .	concat ( repeatrange ( <cap> , 2 , 4 ) , concat ( repeatrange ( const0 , 3 , 4 ) , concat ( optional ( <low> ) , concat ( repeatrange ( <cap> , 2 , 4 ) , repeatrange ( <let> , 3 , 4 ) ) ) ) )	AXE000KEUIm KLRT0000tWVQCUMNk IQ000uNCPIigXs AXE000KEUIV MJIH000EURGADHv KLRT0000tWVQCUMhn	Q000tDFKjFOO JZN00dRFiAA LV0000ehTOoZV S0000pVHETzcTd N0000hXRBQwFdM RSBR00000HWWplBA	1 const0,0
b-1_t-cat_id-69	there are 3 strings . first string consist by 2 or more lowercase . second string consist 3 to 4 const0 . last string consist 1 to 4 const1 .	concat ( repeatatleast ( <low> , 2 ) , concat ( repeatrange ( const0 , 3 , 4 ) , repeatrange ( const1 , 1 , 4 ) ) )	lxnyqomdvpgTTTTbb ethyhidnxTTTbbbb unTTTTbb bsdlqzsvTTTbbb sasodxcvkymtlxTTTTb ethyhidnxTTTTbbb	phpkwdxrTTTbbbbb yzrTTb ozwypcnzxktddTTb elfTTTbbbbb wyuxuTTTbbbbb dhyvibTTTbbbbb	2 const0,T const1,b
b-1_t-cat_id-69	a string that begins with 2 or more lowercase letters , then 3 - 4 const0 followed by 1 - 4 const1 .	concat ( repeatatleast ( <low> , 2 ) , concat ( repeatrange ( const0 , 3 , 4 ) , repeatrange ( const1 , 1 , 4 ) ) )	lxnyqomdvpgTTTTbb ethyhidnxTTTbbbb unTTTTbb bsdlqzsvTTTbbb sasodxcvkymtlxTTTTb ethyhidnxTTTTbbb	phpkwdxrTTTbbbbb yzrTTb ozwypcnzxktddTTb elfTTTbbbbb wyuxuTTTbbbbb dhyvibTTTbbbbb	2 const0,T const1,b
b-1_t-cat_id-71	the string begins and ends with 1 to 4 lowercase letters . these parts are separated by any 2 letters .	concat ( repeatrange ( <low> , 1 , 4 ) , concat ( repeat ( <let> , 2 ) , repeatrange ( <low> , 1 , 4 ) ) )	mwmpGg jbjcpbrftt gfylblrl gfylOIao mROqe mwmpnm	tztuqSfpyob acLgymfqp nylanxUiw ahnplwKj jWqyvhhn evHLhznbx	0
b-1_t-cat_id-71	a list of 3 strings . first string consist of 1 to 4 lowercase , second string consist of 2 letters , last string consist of 1 to 4 lowercase .	concat ( repeatrange ( <low> , 1 , 4 ) , concat ( repeat ( <let> , 2 ) , repeatrange ( <low> , 1 , 4 ) ) )	mwmpGg jbjcpbrftt gfylblrl gfylOIao mROqe mwmpnm	tztuqSfpyob acLgymfqp nylanxUiw ahnplwKj jWqyvhhn evHLhznbx	0
b-1_t-cat_id-75	a list of 2 strings . first string consist 3 lowercase . last string consist 3 + letter .	concat ( repeat ( <low> , 3 ) , repeatatleast ( <let> , 3 ) )	fsuhoRdKRUGrFIRj iptHLAdpPnKUXPrWo vzaYtMELVhRzLq iilrcgrSl notQqOBmXIZCJDk gswokWBJKRrMdkCNPRkp	qmnVF qmnVa irmPp irmwY qmnyA	0
b-1_t-cat_id-75	the string starts with 3 lowercase letters , and it ends with more than 3 letters .	concat ( repeat ( <low> , 3 ) , repeatatleast ( <let> , 3 ) )	fsuhoRdKRUGrFIRj iptHLAdpPnKUXPrWo vzaYtMELVhRzLq iilrcgrSl notQqOBmXIZCJDk gswokWBJKRrMdkCNPRkp	qmnVF qmnVa irmPp irmwY qmnyA	0
b-1_t-cat_id-77	there are 5 strings . first strings consist 3 or more digit numeric values . second string consist by 2 or more lowercase . third string consist by 2 to 4 capital letters . fourth strings consist by 2 or more letter of const0 . last string consist by 4 const1	concat ( repeatatleast ( <num> , 3 ) , concat ( repeatatleast ( <low> , 2 ) , concat ( repeatrange ( <cap> , 2 , 4 ) , concat ( repeatatleast ( const0 , 2 ) , repeat ( const1 , 4 ) ) ) ) )	177jyEFXDIIIIIffff 241zwINKIIIffff 303htnyiEZKBIIIffff 9795mdTTILIIffff 7138yamXWEHIIffff 241zwINDPIIffff	9783tkuuxvogIGDIffff 0880coaNNHIIIfff 15535vFVIIffff 829ouezXZPIffff 994iCBIHIIIIIffff 2439lulXTIffff	2 const0,I const1,f
b-1_t-cat_id-78	a list of 3 strings . first string consist of 2 capital letters . second string consist of 2 to 3 digit numbers . last string consist of 1 to 3 letters .	concat ( repeat ( <cap> , 2 ) , concat ( repeatrange ( <num> , 2 , 3 ) , repeatrange ( <let> , 1 , 3 ) ) )	GC271w GC271Z IA420lSU IA420lqf HA992Mb IA420lqW	BTU489RNX EM5Bsr BTU489RNm KT78MTnf TZ17 SNU52Uq	0
b-1_t-cat_id-78	a list of 3 strings . the first string consist of 2 capital and second string consist of 2 - 3 digit and final string consist of 1 - 3 letter .	concat ( repeat ( <cap> , 2 ) , concat ( repeatrange ( <num> , 2 , 3 ) , repeatrange ( <let> , 1 , 3 ) ) )	GC271w GC271Z IA420lSU IA420lqf HA992Mb IA420lqW	BTU489RNX EM5Bsr BTU489RNm KT78MTnf TZ17 SNU52Uq	0
b-1_t-cat_id-8	there are 2 strings . first string consist const0 or const1 . and final string consist 1 or more capital .	concat ( or ( const0 , const1 ) , repeatatleast ( <cap> , 1 ) )	LL LXJVX LWST LVNIRQFXTTLI LVRPMSZTXQDZEHCD QKEO	TBSJBKYMJLUAWDD XECXKELPTNSWNKQ Q L XHVKQLZCG TRPUZONSKWLUWEFPUB	2 const0,Q const1,L
